name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Kuala Lumpur,Malaysia",2016-01-15,31.9,25,26.8,39,25,28.5,24.5,88.1,44.573,100,8.33,rain,,,,14.1,269.6,1009.8,90.6,7.9,183.9,15.9,7,,2016-01-15T07:23:40,2016-01-15T19:21:02,0.17,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-01-16,32.6,25,27.4,39.2,25,29.5,24.7,86.2,9.841,100,8.33,rain,,,,12.5,261.9,1009.7,89,8.2,148.6,12.9,6,,2016-01-16T07:23:59,2016-01-16T19:21:26,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-01-17,31.3,25,27.6,38.2,25,30.6,24.6,84.4,4.443,100,8.33,rain,,,,16.6,301.1,1010,89.4,8.2,209.8,18.3,7,,2016-01-17T07:24:17,2016-01-17T19:21:49,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-01-18,32.9,25,27.7,40.4,25,30.2,24.8,85.3,15.438,100,12.5,rain,,,,16.1,198.7,1009.9,89,8.3,170.6,14.8,6,,2016-01-18T07:24:34,2016-01-18T19:22:12,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-01-19,32.7,25.9,27.5,38.9,25.9,29.6,24.3,83.3,3.362,100,4.17,rain,,,42.5,21.4,244,1010.4,89,8.1,213.8,18.5,8,,2016-01-19T07:24:50,2016-01-19T19:22:34,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-01-20,35.8,24.8,29,39.9,24.8,31.7,23.3,73.8,0.023,100,4.17,rain,,,,11.6,154.2,1011.1,89,8.9,203.2,17.6,8,,2016-01-20T07:25:06,2016-01-20T19:22:55,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-01-21,34.9,25.9,29.2,39.5,25.9,32.3,22.7,69.3,0,0,0,,,,,15.7,157.9,1011.1,89,10.1,255.4,22.1,9,,2016-01-21T07:25:21,2016-01-21T19:23:16,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-01-22,33.8,24,27.4,39.4,24,29.2,23.4,80.4,46.174,100,4.17,rain,,,,15.7,316,1011.7,89.4,8,178.9,15.5,6,,2016-01-22T07:25:35,2016-01-22T19:23:36,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-01-23,33.8,24.2,27.2,39.5,24.2,28.8,23.5,81.6,4.443,100,4.17,rain,,,,17.5,293,1012.3,89,8.3,158.2,13.7,6,,2016-01-23T07:25:48,2016-01-23T19:23:56,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-01-24,34.1,24.9,29,38.5,24.9,31.6,22.8,71.2,0.023,100,4.17,rain,,,31.7,13.8,29,1012.3,89,9.6,114.1,9.9,4,,2016-01-24T07:26:00,2016-01-24T19:24:14,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-01-25,34.9,26.1,30.2,39.5,26.1,33.2,21.7,61.3,0,0,0,,,,42.5,19.7,59.4,1012.2,88.8,10.1,163.6,14.2,6,,2016-01-25T07:26:12,2016-01-25T19:24:32,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-01-26,33,27,29.7,38.1,29.2,33.3,22.4,65.3,0,0,0,,,,,14.5,59,1011.7,88.9,10,197.5,17,7,,2016-01-26T07:26:23,2016-01-26T19:24:50,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-01-27,33.7,25,29.3,40.2,25,33.2,23.5,71.8,0,0,0,,,,,12.3,105.5,1011,89,9.7,219.5,18.9,8,,2016-01-27T07:26:32,2016-01-27T19:25:06,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-01-28,34,24.8,28.2,41.7,24.8,31.1,24.1,79.7,13.261,100,4.17,rain,,,,23.2,256.8,1011,89.8,8.4,234.4,20.2,9,,2016-01-28T07:26:41,2016-01-28T19:25:22,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-01-29,32.9,24.8,27.2,39.3,24.8,29.2,24.1,84.2,25.945,100,12.5,rain,,,,14.6,327.8,1011.4,89.3,7.8,236.7,20.4,9,,2016-01-29T07:26:49,2016-01-29T19:25:37,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-01-30,33.8,25,28.5,39.3,25,32.2,24.7,81.3,0.786,100,8.33,rain,,,,17.3,285.3,1010.7,89.4,9.1,256.8,22.1,9,,2016-01-30T07:26:56,2016-01-30T19:25:51,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-01-31,33.6,25.9,28.8,40.4,25.9,32.7,24.4,78.2,0.232,100,4.17,rain,,,,15.5,283.1,1010.5,89,7.8,256.1,22.1,9,,2016-01-31T07:27:02,2016-01-31T19:26:05,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-01,33.9,25.1,28,39.3,25.1,30.6,24,80.1,8.84,100,8.33,rain,,,,17.3,302.4,1010.5,89,8.5,232.5,20.1,8,,2016-02-01T07:27:08,2016-02-01T19:26:18,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-02,34.9,24.8,29.1,39.9,24.8,31.8,23.3,73.4,0,0,0,,,,,12.5,300.4,1010.4,89,8.1,283.4,24.4,10,,2016-02-02T07:27:12,2016-02-02T19:26:30,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-03,30.8,25.7,27.8,36.2,25.7,30.8,24,80.3,0.719,100,8.33,rain,,,,15.9,234.2,1010.8,89.4,8.7,249.3,21.5,9,,2016-02-03T07:27:16,2016-02-03T19:26:41,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-04,31,24,26.6,36,24,28.7,23.9,85.9,10.304,100,8.33,rain,,,,8.9,313.3,1010.6,90,8.1,121.3,10.6,4,,2016-02-04T07:27:19,2016-02-04T19:26:51,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-05,29.1,25.7,26.9,34.5,25.7,28.7,24.7,88.3,1.354,100,8.33,rain,,,,7.3,333.8,1009.7,90.6,8.2,117.7,10.1,4,,2016-02-05T07:27:20,2016-02-05T19:27:01,0.95,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-06,32.8,24.7,27.3,39.9,24.7,29.8,24.6,86.1,2.603,100,12.5,rain,,,,12.8,337.5,1009.6,90.8,7.9,211.5,18.4,7,,2016-02-06T07:27:21,2016-02-06T19:27:10,0.98,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-07,32.8,25,27.8,37.9,25,29.9,23.2,77.4,0.246,100,4.17,rain,,,,17,28.8,1010.2,89.4,9.3,192.7,16.6,7,,2016-02-07T07:27:21,2016-02-07T19:27:18,1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-08,33,23.9,28.4,36.9,23.9,30.4,21.7,68.6,0,0,0,,,,,11.6,24,1010.8,89,9.9,238.9,20.6,9,,2016-02-08T07:27:21,2016-02-08T19:27:26,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-09,33,24.9,28.3,38.8,24.9,31.1,23,73.8,0,0,0,,,,,14.1,304.3,1011,89,8.5,240.6,20.8,8,,2016-02-09T07:27:19,2016-02-09T19:27:32,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-10,31.9,26,28.8,36.6,26,32.2,23.4,73.6,0,0,0,,,,,14.1,68.3,1010.6,89.4,9,162.5,14,6,,2016-02-10T07:27:16,2016-02-10T19:27:38,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-11,33.8,25.9,29.1,40.6,25.9,33,23.9,74.3,0,0,0,,,,,17.5,257.7,1010,89,9.6,204.4,17.8,7,,2016-02-11T07:27:13,2016-02-11T19:27:44,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-12,34.8,25.7,29.7,40,25.7,32.6,23.2,70.2,1.299,100,12.5,rain,,,,17.7,147.1,1010,89,10.2,189.1,16.2,7,,2016-02-12T07:27:09,2016-02-12T19:27:48,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-13,33.8,25.9,28.9,40.6,25.9,32.7,24,75.9,0,0,0,,,,,16.6,290.2,1010.1,89,9.7,182.6,15.8,7,,2016-02-13T07:27:04,2016-02-13T19:27:52,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-14,33.9,25,27.8,40.7,25,30.2,23.6,79.2,1.791,100,4.17,rain,,,,22.2,196.1,1010.6,89,9.6,209.4,17.9,8,,2016-02-14T07:26:58,2016-02-14T19:27:55,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-15,34.1,24.9,27.9,39.4,24.9,30.6,23.8,79.9,0.07,100,4.17,rain,,,,19.2,268.5,1011.2,88.9,9.1,241.1,21,9,,2016-02-15T07:26:52,2016-02-15T19:27:57,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-16,34.8,25.1,28.8,39.6,25.1,30.9,22.9,72.9,7.072,100,4.17,rain,,,,26.7,339.4,1012.4,88.5,8.9,272.4,23.5,10,,2016-02-16T07:26:44,2016-02-16T19:27:59,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-17,34,25.1,28.9,35.9,25.1,30.4,20,59.8,0,0,0,,,,,12.3,38.6,1012.6,88.2,9.7,302.7,26.3,10,,2016-02-17T07:26:36,2016-02-17T19:28:00,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-18,33,24.1,27.8,36.3,24.1,29.2,21.8,71.9,0.93,100,4.17,rain,,,,11.2,40.7,1012.1,88.9,8.9,273.6,23.7,10,,2016-02-18T07:26:27,2016-02-18T19:28:00,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-19,32.9,24.2,27,37,24.2,28.6,23.5,82.4,4.467,100,4.17,rain,,,,12.8,268.1,1012.4,88.8,8.2,237.4,20.6,7,,2016-02-19T07:26:18,2016-02-19T19:28:00,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-20,31.8,25,27.5,37.7,25,29.4,24,82.3,2.722,100,8.33,rain,,,,12.8,281.8,1013.1,89,7.6,262.8,22.7,8,,2016-02-20T07:26:07,2016-02-20T19:27:59,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-21,34.9,23.2,28.6,36.8,23.2,29.7,21,67.6,0,0,0,,,,,17.7,340.4,1012.9,88.9,8.4,292.6,25.3,10,,2016-02-21T07:25:56,2016-02-21T19:27:57,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-22,34.7,24,28.5,37.6,24,30.5,22.1,70.5,0,0,0,,,,,13,277.2,1013.6,89.4,8.6,317.9,27.6,10,,2016-02-22T07:25:45,2016-02-22T19:27:55,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-23,34.7,24.5,28,45.6,24.5,30,23.3,77.2,17.383,100,8.33,rain,,,,18.2,301.4,1012.6,89.3,7.9,298.3,25.8,10,,2016-02-23T07:25:32,2016-02-23T19:27:52,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-24,34,24.8,28.3,37.5,24.8,30.5,23.2,76.3,2.623,100,4.17,rain,,,,14.1,338.3,1012.1,89,8.6,262.9,22.7,9,,2016-02-24T07:25:19,2016-02-24T19:27:48,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-25,33.9,25.1,29.2,36.8,25.1,30.9,21.5,65.8,0.177,100,4.17,rain,,,31.7,14,61.2,1012.6,88.9,9.5,243.4,21.1,8,,2016-02-25T07:25:06,2016-02-25T19:27:44,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-26,34.8,24.9,29.2,36.8,24.9,31.1,20.3,59.9,0,0,0,,,,,14.6,43.6,1012.9,88.4,10.3,298.5,25.9,10,,2016-02-26T07:24:51,2016-02-26T19:27:39,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-27,34,24.1,28.9,37.4,24.1,31.3,22.1,68.5,0,0,0,,,,,14.6,358,1013.1,88.9,9.9,278.2,24,10,,2016-02-27T07:24:36,2016-02-27T19:27:34,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-28,34,25,28.5,46.8,25,31.5,23.4,75.1,1.568,100,4.17,rain,,,,14.6,314.5,1013.5,89.4,9,259.1,22.2,9,,2016-02-28T07:24:21,2016-02-28T19:27:28,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-02-29,33.9,24.2,28.7,40.4,24.2,31.6,23.6,75.8,13.133,100,8.33,rain,,,,11.2,239.9,1013.3,89.1,9.9,277.1,23.8,10,,2016-02-29T07:24:05,2016-02-29T19:27:22,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-03-01,33.8,26,29,38.7,26,32.5,23.7,74.3,1.768,100,4.17,rain,,,,13.2,17,1012.3,86.9,9.8,294.3,25.4,10,,2016-03-01T07:23:48,2016-03-01T19:27:15,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,remote,WMKK"
"Kuala Lumpur,Malaysia",2016-03-02,35,25.1,29.4,41.6,25.1,32.3,22.9,70.3,0.177,100,4.17,rain,,,,13,18.6,1012.2,88.9,10.2,303.1,26.2,10,,2016-03-02T07:23:31,2016-03-02T19:27:08,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-03-03,35.7,25.1,29.8,38.8,25.1,32.6,22,64.9,0,0,0,,,,,12.3,12.6,1012.4,88.9,10.1,302.7,26.1,10,,2016-03-03T07:23:14,2016-03-03T19:27:01,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-03-04,34.6,25.6,28.7,45.5,25.6,31.6,23.5,75,7.956,100,4.17,rain,,,,17.7,313,1011.3,89.4,8.7,289.2,25,10,,2016-03-04T07:22:55,2016-03-04T19:26:52,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-03-05,34.8,26.1,28.5,40,26.1,31.4,23.9,77.6,7.348,100,4.17,rain,,,,22.2,304.7,1010.6,89.4,9.4,303,26.3,10,,2016-03-05T07:22:37,2016-03-05T19:26:44,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-03-06,34,25.8,29.2,39.2,25.8,33,24.1,76,0,0,0,,,,,15.5,255.3,1010.7,89.3,9.4,261.8,22.5,10,,2016-03-06T07:22:18,2016-03-06T19:26:35,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-03-07,35.7,26.1,29.6,43.1,26.1,34.3,24.8,76.9,0.177,100,4.17,rain,,,,14.3,218.4,1010.2,89,8.7,269.9,23.3,10,,2016-03-07T07:21:59,2016-03-07T19:26:26,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-03-08,34.5,26.8,29.7,40.6,29.9,34.6,24.3,74,0.177,100,4.17,rain,,,,16.1,290.2,1009.6,89,8.7,283.1,24.5,10,,2016-03-08T07:21:39,2016-03-08T19:26:16,1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-03-09,34.6,25.8,29.5,41.6,25.8,33.6,24,73.6,0.177,100,4.17,rain,,,,16.1,257.9,1009.8,89,8.9,296.2,25.8,10,,2016-03-09T07:21:19,2016-03-09T19:26:06,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-03-10,33.9,26,28.7,40.1,26,33.2,24.8,80.6,27.475,100,4.17,rain,,,,14.3,265.4,1011.1,89,6.6,287,24.7,10,,2016-03-10T07:20:58,2016-03-10T19:25:56,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-03-11,34,26.8,29.9,43.5,30,35.9,25.3,77.4,0.58,100,4.17,rain,,,,16.1,253.7,1010.8,89,8.2,257.8,22.2,9,,2016-03-11T07:20:37,2016-03-11T19:25:45,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-03-12,34.6,25.1,28.6,41.4,25.1,31.7,24.1,78.3,42.434,100,8.33,rain,,,,16.4,281.2,1011,89,7.2,316.3,27.4,10,,2016-03-12T07:20:16,2016-03-12T19:25:34,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-03-13,34.9,25.1,28.5,40.8,25.1,31.3,24,78.5,6.365,100,8.33,rain,,,,18.2,286.9,1011.6,89.4,6.3,257.2,22.2,9,,2016-03-13T07:19:54,2016-03-13T19:25:23,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-03-14,33.1,25.5,28.1,40.9,25.5,32.4,25.1,84.7,8.62,100,8.33,rain,,,37.1,14.3,220.6,1011.5,88.9,5.2,209.7,18.2,8,,2016-03-14T07:19:33,2016-03-14T19:25:11,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-03-15,32.9,25.1,28.3,41.8,25.1,32.4,25,83,6.632,100,8.33,rain,,,37.1,16.1,282.9,1010.9,89,7.4,254.8,21.8,9,,2016-03-15T07:19:11,2016-03-15T19:25:00,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-03-16,32.8,25,28.6,39.8,25,32.5,24.8,80.9,0,0,0,,,,,12.5,190.3,1010.9,89,7.2,261.3,22.6,10,,2016-03-16T07:18:48,2016-03-16T19:24:48,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-03-17,33.9,25.9,29.4,40.8,25.9,34,24.9,77.8,0,0,0,,,,,16.4,262.6,1010.5,89,7.7,285.7,24.5,10,,2016-03-17T07:18:26,2016-03-17T19:24:36,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-03-18,33.9,26.9,29.7,41.6,30.3,35.2,24.9,76.6,0,0,0,,,,,17.9,186.1,1010,89,8,290.8,25.2,10,,2016-03-18T07:18:03,2016-03-18T19:24:23,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-03-19,34.8,26,29.9,41.8,26,34.9,24.7,75.1,0,0,0,,,,,16.4,278.6,1009.3,89,6.8,294.3,25.5,10,,2016-03-19T07:17:41,2016-03-19T19:24:11,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-03-20,33,27.8,29.8,40.8,31.7,35.9,25.3,77.4,0,0,0,,,,,16.4,249.7,1010.2,89,6.3,291.8,25.2,10,,2016-03-20T07:17:18,2016-03-20T19:23:59,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-03-21,34.7,26.8,30.1,42,30,35.5,24.7,74.6,0,0,0,,,,,17.7,293.7,1009.4,89,7.6,69.8,5.8,2,,2016-03-21T07:16:55,2016-03-21T19:23:46,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-03-22,30,26.9,28,36.4,30.3,32.6,24.9,83.6,11.884,100,8.33,rain,,,,19.4,263.7,1010,92.2,8.2,202.6,17.4,8,,2016-03-22T07:16:31,2016-03-22T19:23:33,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-03-23,34,25.1,29.1,41.8,25.1,33.5,24.7,77.9,0,0,0,,,,,17.7,298.6,1010.7,88.5,8.6,247.6,21.3,9,,2016-03-23T07:16:08,2016-03-23T19:23:20,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-03-24,34.6,26,29.4,43.4,26,34.6,25,78.1,0.707,100,4.17,rain,,,,17.9,279.5,1011.1,89,8.3,155.4,13.3,6,,2016-03-24T07:15:45,2016-03-24T19:23:08,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-03-25,34.8,25.9,29.4,41.6,25.9,34,24.3,75.4,0.247,100,8.33,rain,,,,17.5,144.8,1012.7,89,8.4,181.7,15.7,7,,2016-03-25T07:15:21,2016-03-25T19:22:55,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-03-26,35,26.9,30.5,39.3,29.8,33.8,22.2,63.9,0,0,0,,,,,12.2,77.5,1012.7,89,9.5,261.2,22.5,10,,2016-03-26T07:14:58,2016-03-26T19:22:42,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-03-27,35.9,26.1,30.5,41.9,26.1,34,22.2,62.8,0,0,0,,,,,13,13.1,1012.5,88.3,9.4,274.7,23.7,9,,2016-03-27T07:14:35,2016-03-27T19:22:29,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-03-28,33,25.2,28.9,37.1,25.2,31.3,21.7,66.1,0,0,0,,,,,17.6,49.7,1013,88.4,9.7,275.8,23.8,10,,2016-03-28T07:14:11,2016-03-28T19:22:16,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-03-29,35.9,24.2,29.6,38.2,24.2,31.9,21.7,64.7,0,0,0,,,,,11.2,240.3,1012.7,88.8,9.6,305.7,26.5,10,,2016-03-29T07:13:48,2016-03-29T19:22:03,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
